当地时间 武汉市(机场),T,Po,P,Pa,U,DD,Ff,ff10,ff3,N,WW,W1,W2,Tn,Tx,Cl,Nh,H,Cm,Ch,VV,Td,RRR,tR,E,Tg,E',sss
23.06.2021 14:00,34,753,755.1,-1.1,31,从东南偏东方向吹来的风,3,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.4,34,,,2500或更高，或无云。,,,26,14.5,无降水,12,,,,
23.06.2021 11:00,30.8,754.1,756.2,0.1,47,从东南偏东方向吹来的风,3,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.4,33.2,,,2500或更高，或无云。,,,23,18.2,无降水,12,,,,
23.06.2021 08:00,28.5,754,756.1,0.6,56,从东南方吹来的风,1,,2,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.4,33.2,,,2500或更高，或无云。,,,16,18.9,无降水,12,,,,
23.06.2021 05:00,20.6,753.4,755.5,0.4,96,无风,0,,,,薄雾 ,,,20.6,33.2,,,2500或更高，或无云。,,,4.7,19.9,无降水,12,,,,
23.06.2021 02:00,22,753,755.1,-0.2,95,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.5,33.2,,,2500或更高，或无云。,,,5,21.2,无降水,12,,,,
22.06.2021 23:00,23.1,753.2,755.3,1.1,86,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,21.5,33.2,,,2500或更高，或无云。,,,9,20.6,无降水,12,,,,
22.06.2021 20:00,26.2,752.1,754.2,0.5,77,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.5,33.2,,,2500或更高，或无云。,,,11,21.8,无降水,12,,,,
22.06.2021 17:00,33,751.6,753.7,-0.6,49,从北方吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.5,33.2,,,2500或更高，或无云。,,,24,20.9,无降水,12,,,,
22.06.2021 14:00,32.6,752.2,754.3,-0.7,49,从东北方吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.5,32.7,,,2500或更高，或无云。,,,28,20.5,无降水,12,,,,
22.06.2021 11:00,30.7,752.9,755,0.1,68,从北方吹来的风,1,,3,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.5,30.7,,,2500或更高，或无云。,,,7,24.1,无降水,12,,,,
22.06.2021 08:00,26.7,752.8,754.9,1.1,90,从东北偏东方向吹来的风,1,,2,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.5,28.5,,,200-300,,,2.3,24.9,无降水,12,,,,
22.06.2021 05:00,21.5,751.7,753.9,0.4,98,无风,0,,,,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,,,21.5,28.5,,,2500或更高，或无云。,,,0.1,21.2,无降水,12,,,,
22.06.2021 02:00,22.5,751.3,753.4,-0.3,98,无风,0,,,,雾或冰雾，天空不可见，在观测前一个小时内没有明显的浓度变化。 ,雾或冰雾或强阴霾,在整个相应周期内云遮住了一半或以下的天空,22.4,28.5,,,2500或更高，或无云。,,,0.3,22.2,无降水,12,,,,
21.06.2021 23:00,24.2,751.6,753.7,0.8,95,无风,0,,,,薄雾 ,,,23.3,28.5,,,2500或更高，或无云。,,,3.9,23.3,无降水,12,,,,
21.06.2021 20:00,25.6,750.8,752.9,0.5,90,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.3,28.5,,,2500或更高，或无云。,,,5,23.8,无降水,12,,,,
21.06.2021 17:00,27.5,750.3,752.4,-0.3,81,从西北偏西方向吹来的风,1,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.3,28.5,,,2500或更高，或无云。,,,5,23.9,无降水,12,,,,
21.06.2021 14:00,27.8,750.6,752.7,-0.9,77,从西北偏西方向吹来的风,1,,3,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.3,28.6,,,2500或更高，或无云。,,,6,23.4,无降水,12,,,,
21.06.2021 11:00,27.1,751.5,753.6,0.4,78,无风,0,,,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.3,28.6,,,300-600,,,5,22.9,无降水,12,,,,
21.06.2021 08:00,24.6,751.1,753.3,,90,从北方吹来的风,0,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22.2,,,,2500或更高，或无云。,,,4.3,22.8,无降水,12,,,,
21.06.2021 05:00,23.4,750.1,752.2,0,95,无风,0,,,,薄雾 ,,,21,28.6,,,1000-1500,,,2.2,22.6,无降水,12,,,,
21.06.2021 02:00,23.6,750.1,752.2,-0.7,93,从北方吹来的风,0,,3,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21,28.6,,,1500-2000,,,3.9,22.4,无降水,12,,,,
20.06.2021 23:00,24.5,750.8,753,0.8,91,从西南方吹来的风,1,,4,,薄雾 ,,,21,28.6,,,2500或更高，或无云。,,,5,22.9,无降水,12,,,,
20.06.2021 20:00,25.4,750,752.2,0.9,82,从西南方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21,28.6,,,2500或更高，或无云。,,,12,22.1,无降水,12,,,,
20.06.2021 17:00,28.3,749.1,751.2,-0.7,65,从西北方吹来的风,1,,4,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21,28.6,,,1000-1500,,,12,21.1,无降水,12,,,,
20.06.2021 14:00,27.1,749.8,752,-0.7,73,从西北方吹来的风,2,,4,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.7,27.1,,,600-1000,,,6,21.8,无降水,12,,,,
20.06.2021 11:00,24.1,750.5,752.7,-0.1,83,从西方吹来的风,1,,3,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.7,24.2,,,300-600,,,6,21,无降水,12,,,,
20.06.2021 08:00,22.2,750.6,752.8,1.1,93,从西北偏西方向吹来的风,1,,2,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,20.1,22.9,,,600-1000,,,5,21,0.2,12,,,,
20.06.2021 05:00,21,749.5,751.7,-0.4,98,从北方吹来的风,0,,3,,薄雾 ,,,,,,,300-600,,,2.7,20.7,0.7,12,,,,
20.06.2021 02:00,21.2,749.9,752.1,-1,98,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,,,,,200-300,,,2.8,20.9,11,12,,,,
19.06.2021 23:00,21.1,750.9,753.1,0.2,98,无风,0,,,,薄雾 ,,,19.7,22.9,,,1000-1500,,,3.3,20.8,12,12,,,,
19.06.2021 20:00,21.1,750.7,752.9,0.5,97,从北方吹来的风,0,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.7,22.9,,,1000-1500,,,5,20.6,12,12,,,,
19.06.2021 17:00,21.4,750.2,752.4,-0.5,95,从西方吹来的风,1,,4,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.7,24,,,300-600,,,6,20.6,24,12,,,,
19.06.2021 14:00,21.2,750.7,752.9,-1,93,从西北偏北方向吹来的风,2,,5,,间歇性雨，不冻，在观测时中度 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.7,25.6,,,100-200,,,5,20,16,12,,,,
19.06.2021 11:00,22.3,751.7,753.9,0.2,86,从西北方吹来的风,1,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.7,25.6,,,300-600,,,13,19.8,15,12,,,,
19.06.2021 08:00,20.1,751.5,753.7,0.4,97,无风,0,,,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,19.7,25.6,,,1500-2000,,,6,19.6,14,12,,,,
19.06.2021 05:00,20.5,751.1,753.3,0.1,95,从北方吹来的风,1,,6,,间歇性雨，不冻，在观测时较弱 ,,,20.1,25.6,,,200-300,,,5,19.7,2,12,,,,
19.06.2021 02:00,21.7,751,753.2,-1,86,从北方吹来的风,2,,7,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.7,25.6,,,1000-1500,,,18,19.3,无降水,12,,,,
18.06.2021 23:00,22.3,752,754.2,0.2,81,从北方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,,,21.8,25.6,,,1500-2000,,,14,18.9,无降水,12,,,,
18.06.2021 20:00,22.8,751.8,754,0.6,78,从北方吹来的风,2,,7,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.8,25.8,,,1000-1500,,,13,18.8,10,12,,,,
18.06.2021 17:00,24.1,751.2,753.4,-0.4,77,从北方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.8,26.6,,,1000-1500,,,17,19.8,12,12,,,,
18.06.2021 14:00,25.4,751.6,753.8,-0.8,72,从西北偏北方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.8,26.6,,,600-1000,,,19,20,12,12,,,,
18.06.2021 11:00,24,752.4,754.6,0,81,从北方吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,21.8,27.5,,,1000-1500,,,11,20.5,12,12,,,,
18.06.2021 08:00,22.2,752.4,754.6,0.6,96,从西北偏北方向吹来的风,2,,7,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,22.1,28.1,,,200-300,,,4.2,21.5,3,12,,,,
18.06.2021 02:00,24.2,751.4,753.6,-1.3,81,从北方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.1,28.3,,,1000-1500,,,17,20.7,无降水,12,,,,
17.06.2021 20:00,25.8,752.2,754.3,0.9,79,从东北偏北方向吹来的风,3,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.2,,,,600-1000,,,16,21.9,无降水,12,,,,
17.06.2021 17:00,26.4,751.3,753.4,0.3,76,从北方吹来的风,4,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.2,,,,600-1000,,,14,21.8,无降水,12,,,,
17.06.2021 14:00,25.4,751,753.1,-0.3,91,从北方吹来的风,4,,7,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.2,,,,300-600,,,5,23.8,无降水,12,,,,
17.06.2021 11:00,27.1,751.3,753.4,0.4,86,从东北偏北方向吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,26.7,,,,300-600,,,12,24.6,无降水,12,,,,
17.06.2021 05:00,27.3,749.5,751.6,0.2,93,从北方吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,,,27.3,35.7,,,2500或更高，或无云。,,,13,26.1,无降水,12,,,,
17.06.2021 02:00,28.1,749.3,751.4,-0.2,88,从北方吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28,35.7,,,1000-1500,,,21,25.9,无降水,12,,,,
16.06.2021 23:00,29.3,749.5,751.6,0.6,89,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,28,35.7,,,2500或更高，或无云。,,,16,27.3,无降水,12,,,,
16.06.2021 20:00,31.4,748.9,751,1.1,78,从西南偏南方向吹来的风,1,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28,35.7,,,2500或更高，或无云。,,,21,27.1,无降水,12,,,,
16.06.2021 17:00,34.5,747.8,749.9,-0.6,58,从西南偏西方向吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28,35.7,,,2500或更高，或无云。,,,30,25,无降水,12,,,,
16.06.2021 14:00,35.2,748.4,750.5,-0.5,57,从南方吹来的风,4,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28,35.4,,,2500或更高，或无云。,,,27,25.4,无降水,12,,,,
16.06.2021 11:00,33.3,748.9,751,0.2,65,从西南方吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28,35.4,,,2500或更高，或无云。,,,25,25.8,无降水,12,,,,
16.06.2021 08:00,30.7,748.7,750.8,1.2,74,从西南偏南方向吹来的风,1,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28,35.4,,,2500或更高，或无云。,,,23,25.5,无降水,12,,,,
16.06.2021 05:00,28.5,747.5,749.6,0.7,87,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,28.5,35.4,,,2500或更高，或无云。,,,21,26.1,无降水,12,,,,
16.06.2021 02:00,31.2,746.8,748.9,-0.4,71,从西南偏南方向吹来的风,3,,9,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,29.2,35.4,,,1500-2000,,,30,25.3,无降水,12,,,,
15.06.2021 23:00,30.2,747.2,749.3,1,78,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,,,29.2,35.4,,,2500或更高，或无云。,,,20,25.9,无降水,12,,,,
15.06.2021 20:00,31.3,746.2,748.3,0.6,74,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,29.9,35.4,,,2500或更高，或无云。,,,25,26.1,无降水,12,,,,
15.06.2021 17:00,34.2,745.6,747.7,-0.3,58,从西南方吹来的风,2,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,29.9,35.4,,,2500或更高，或无云。,,,30,24.8,无降水,12,,,,
15.06.2021 14:00,34.7,745.9,748,-0.5,57,从西南方吹来的风,3,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,29.9,35.3,,,2500或更高，或无云。,,,30,24.9,无降水,12,,,,
15.06.2021 11:00,34.1,746.4,748.5,0.2,58,从西南偏南方向吹来的风,5,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,29.9,35.3,,,1000-1500,,,30,24.7,无降水,12,,,,
15.06.2021 08:00,31.2,746.2,748.3,0.7,67,从西南偏南方向吹来的风,5,,8,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,29.9,35.3,,,2500或更高，或无云。,,,30,24.3,无降水,12,,,,
15.06.2021 05:00,30,745.5,747.6,-0.1,71,从西南偏南方向吹来的风,2,,8,,云量发展情况没有进行观测或无法观测。 ,,,28.7,35.3,,,2500或更高，或无云。,,,30,24.2,无降水,12,,,,
15.06.2021 02:00,30.6,745.6,747.7,-1.1,69,从西南偏南方向吹来的风,3,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28.7,35.3,,,2500或更高，或无云。,,,30,24.3,无降水,12,,,,
14.06.2021 23:00,31.9,746.7,748.8,0.9,63,从西南偏南方向吹来的风,2,,11,,云量发展情况没有进行观测或无法观测。 ,,,28.7,35.3,,,2500或更高，或无云。,,,30,24,无降水,12,,,,
14.06.2021 20:00,32.8,745.8,747.9,0.1,61,从西南偏南方向吹来的风,4,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28.7,35.3,,,2500或更高，或无云。,,,30,24.3,无降水,12,,,,
14.06.2021 17:00,34.6,745.7,747.8,-1.7,54,从西南偏南方向吹来的风,5,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28.7,35.3,,,2500或更高，或无云。,,,30,23.9,无降水,12,,,,
14.06.2021 14:00,34.1,747.4,749.5,-1.2,58,从西南偏南方向吹来的风,5,,11,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28.7,34.5,,,2500或更高，或无云。,,,30,24.7,无降水,12,,,,
14.06.2021 11:00,32.1,748.6,750.7,-0.3,66,从西南偏南方向吹来的风,5,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,28.7,34.5,,,2500或更高，或无云。,,,30,24.9,无降水,12,,,,
14.06.2021 08:00,29.9,748.9,751,0.1,77,从南方吹来的风,3,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,27.7,,,,2500或更高，或无云。,,,28,25.4,无降水,12,,,,
14.06.2021 05:00,28.7,748.8,750.9,-0.1,85,从东南偏南方向吹来的风,2,,5,,云量发展情况没有进行观测或无法观测。 ,,,25.8,34.5,,,2500或更高，或无云。,,,25,25.9,无降水,12,,,,
14.06.2021 02:00,29.2,748.9,751,-1,85,从东南偏南方向吹来的风,2,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.5,34.5,,,2500或更高，或无云。,,,20,26.4,无降水,12,,,,
13.06.2021 23:00,29.8,749.9,752,0.2,85,从东南偏南方向吹来的风,2,,7,,云量发展情况没有进行观测或无法观测。 ,,,25.5,34.5,,,2500或更高，或无云。,,,18,27,无降水,12,,,,
13.06.2021 20:00,30.9,749.7,751.8,0.3,75,从北方吹来的风,0,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.5,34.5,,,2500或更高，或无云。,,,29,25.9,无降水,12,,,,
13.06.2021 17:00,34.3,749.4,751.5,-1.3,56,从西南偏南方向吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.5,34.5,,,2500或更高，或无云。,,,30,24.3,,,,,,
13.06.2021 14:00,33.3,750.7,752.8,-1.3,63,从南方吹来的风,3,,7,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.5,33.7,,,1000-1500,,,30,25.3,0.1,12,,,,
13.06.2021 11:00,32.1,752,754.1,-0.9,68,从南方吹来的风,4,,6,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.5,32.1,,,2500或更高，或无云。,,,12,25.4,0.2,12,,,,
13.06.2021 08:00,27.7,752.9,755,0.5,91,从东南方吹来的风,1,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,25.5,30.1,,,2500或更高，或无云。,,,4.2,26.1,0.2,12,,,,
13.06.2021 05:00,25.8,752.4,754.5,-0.5,96,从东南偏南方向吹来的风,2,,6,,薄雾 ,,,24.7,30.1,,,2500或更高，或无云。,,,4.8,25.1,0.1,12,,,,
13.06.2021 02:00,25.9,752.9,755,-1.3,94,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.7,30.1,,,2500或更高，或无云。,,,6,24.9,0.1,12,,,,
12.06.2021 23:00,26.1,754.2,756.3,0.8,93,从东方吹来的风,0,,6,,间歇性雨，不冻，在观测时较弱 ,,,24.7,30.1,,,2500或更高，或无云。,,,11,24.9,无降水,12,,,,
12.06.2021 20:00,26.8,753.4,755.5,-0.1,94,从东南方吹来的风,2,,6,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.7,30.1,,,2500或更高，或无云。,,,4.1,25.8,无降水,12,,,,
12.06.2021 17:00,29.2,753.5,755.6,-1.1,79,从东北偏东方向吹来的风,3,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.7,30.1,,,2500或更高，或无云。,,,5,25.2,无降水,12,,,,
12.06.2021 14:00,28.6,754.6,756.7,-0.8,83,从东北偏北方向吹来的风,2,,5,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.7,30.3,,,300-600,,,4.2,25.4,无降水,12,,,,
12.06.2021 11:00,29.1,755.4,757.5,0.2,83,从北方吹来的风,2,,4,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.7,30.6,,,低于50,,,2.8,25.9,无降水,12,,,,
12.06.2021 08:00,27,755.2,757.3,0.9,91,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,24.7,30.6,,,低于50,,,3.4,25.4,降水迹象,12,,,,
12.06.2021 05:00,24.8,754.3,756.4,-0.2,97,无风,0,,,,薄雾 ,,,23,30.6,,,2500或更高，或无云。,,,1.5,24.3,无降水,12,,,,
12.06.2021 02:00,26,754.5,756.6,-0.5,93,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23,30.6,,,2500或更高，或无云。,,,2.4,24.8,无降水,12,,,,
11.06.2021 23:00,27.5,755,757.1,1,84,从东南偏南方向吹来的风,2,,5,,薄雾 ,,,,30.6,,,2500或更高，或无云。,,,4.4,24.6,无降水,12,,,,
11.06.2021 20:00,28.1,754,756.1,0.5,81,从南方吹来的风,1,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23,30.6,,,2500或更高，或无云。,,,5,24.5,无降水,12,,,,
11.06.2021 17:00,30,753.5,755.6,-0.7,68,从南方吹来的风,2,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23,30.6,,,600-1000,,,6,23.4,无降水,12,,,,
11.06.2021 14:00,29.9,754.2,756.3,-0.7,67,从南方吹来的风,2,,5,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23,30.6,,,2500或更高，或无云。,,,4.2,23.1,无降水,12,,,,
11.06.2021 11:00,29.2,754.9,757,0.5,72,从西方吹来的风,1,,4,,霾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23,29.3,,,600-1000,,,5,23.6,无降水,12,,,,
11.06.2021 08:00,25.9,754.4,756.6,1,86,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23,28.4,,,2500或更高，或无云。,,,5,23.4,无降水,12,,,,
11.06.2021 05:00,23,753.4,755.6,0.2,96,无风,0,,,,薄雾 ,,,23,28.4,,,2500或更高，或无云。,,,3,22.3,无降水,12,,,,
11.06.2021 02:00,23.8,753.2,755.4,-0.5,96,无风,0,,,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.6,28.4,,,2500或更高，或无云。,,,2.3,23.1,无降水,12,,,,
10.06.2021 23:00,24,753.7,755.9,0.9,95,无风,0,,,,薄雾 ,,,23.9,28.4,,,2500或更高，或无云。,,,4.5,23.1,0.1,12,,,,
10.06.2021 20:00,25.6,752.8,754.9,0.4,85,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.9,29.1,,,2500或更高，或无云。,,,11,22.9,0.2,12,,,,
10.06.2021 17:00,28,752.4,754.5,-1.1,75,无风,0,,,,云量发展情况没有进行观测或无法观测。 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.9,30.9,,,2000-2500,,,8,23.2,0.2,12,,,,
10.06.2021 14:00,26.6,753.5,755.6,-0.1,82,从西北偏西方向吹来的风,1,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.9,,,,600-1000,,,7,23.3,3,12,,,,
10.06.2021 11:00,26.3,753.6,755.7,0.5,85,从西方吹来的风,0,,5,,间歇性雨，不冻，在观测时较弱 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.9,,,,2500或更高，或无云。,,,6,23.6,3,12,,,,
10.06.2021 08:00,24.6,753.1,755.2,0.9,93,从西北偏北方向吹来的风,1,,5,,薄雾 ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.9,,,,2500或更高，或无云。,,,5,23.4,3,12,,,,
10.06.2021 05:00,24,752.2,754.3,0.1,97,从北方吹来的风,0,,5,,间歇性雨，不冻，在观测时较弱 ,,,23.9,35,,,2500或更高，或无云。,,,3.3,23.5,3,12,,,,
10.06.2021 02:00,26.3,752.1,754.2,-0.7,85,无风,0,,,,小雨（不冻） ,在整个相应周期内云遮住了一半或以下的天空,在整个相应周期内云遮住了一半或以下的天空,23.9,35,,,2500或更高，或无云。,,,14,23.6,无降水,12,,,,
09.06.2021 23:00,27.4,752.8,754.9,0.6,81,无风,0,,,,间歇性雨，不冻，在观测时较弱 ,,,23.9,35,,,2500或更高，或无云。,,,13,23.8,无降水,12,,,,
